0.15686,0.30212,7.7121
0.15656,0.3186,7.7115
0.1564,0.3299,7.7121
0.15594,0.34149,7.7112
0.15594,0.3598,7.7109
0.15564,0.37048,7.7109
0.15549,0.38116,7.7106
0.15533,0.40009,7.7106
0.15503,0.40955,7.7109
0.15457,0.42572,7.7109
0.15396,0.43976,7.7109
0.1535,0.45288,7.7109
0.1532,0.46783,7.7106
0.15289,0.48248,7.7106
0.15228,0.49133,7.71
0.15198,0.50781,7.7112
0.15121,0.52155,7.7112
0.1503,0.53375,7.7103
0.14999,0.54657,7.7109
0.14908,0.5603,7.71
0.14832,0.56946,7.71
0.14786,0.58014,7.7097
0.14709,0.59387,7.71
0.14603,0.60791,7.7106
0.14542,0.61523,7.71
0.1442,0.62805,7.7097
0.14328,0.63843,7.71
0.14236,0.64697,7.7103
0.1413,0.65887,7.71
0.14008,0.67169,7.71
0.13901,0.67719,7.7094
0.13779,0.68726,7.709
0.13641,0.69275,7.7097
0.13489,0.70221,7.7097
0.13351,0.71167,7.7094
0.13199,0.71716,7.709
0.13077,0.7251,7.709
0.12863,0.73547,7.7097
0.12726,0.73669,7.7097
0.12512,0.74829,7.7106
0.1236,0.75317,7.7094
0.12146,0.76172,7.71
0.11932,0.76813,7.7094
0.11734,0.77484,7.7094
0.1149,0.784,7.7097
0.11307,0.7901,7.7087
0.11017,0.79926,7.7084
0.10788,0.80231,7.7094
0.1059,0.80811,7.709
0.103,0.81787,7.709
0.10025,0.82428,7.71
0.097351,0.8313,7.7094
0.09491,0.83374,7.7084
0.091858,0.8429,7.7094
0.088654,0.85724,7.709
0.085602,0.85938,7.7097
0.08255,0.86792,7.7103
0.079193,0.87524,7.7094
0.076141,0.88013,7.7094
0.072937,0.8844,7.7094
0.069733,0.89081,7.71
0.066376,0.89569,7.7087
0.063019,0.90515,7.7094
0.059814,0.90973,7.709
0.056152,0.91492,7.7087
0.052795,0.9198,7.7094
0.049744,0.9256,7.7094
0.045929,0.92896,7.709
0.042877,0.9314,7.7094
0.039673,0.93597,7.7094
0.036621,0.93842,7.7084
0.033264,0.94269,7.7087
0.03006,0.94727,7.709
0.02655,0.95001,7.7094
0.023651,0.95276,7.7103
0.020142,0.95428,7.709
0.017242,0.95856,7.709
0.014343,0.95764,7.7094
0.011139,0.9613,7.71
0.0083923,0.96558,7.7094
0.005188,0.96558,7.71
0.002594,0.96649,7.709
-0.00015259,0.97137,7.7094
-0.0028992,0.9726,7.71
-0.0057983,0.97382,7.7094
-0.0083923,0.97839,7.7106
-0.010834,0.9787,7.7094
-0.013123,0.98419,7.7087
-0.015411,0.98358,7.7097
-0.018005,0.98602,7.7097
-0.020447,0.98755,7.71
-0.022736,0.98907,7.7097
-0.025177,0.9906,7.7094
-0.027466,0.99365,7.71
-0.029602,0.99945,7.7094
-0.031738,1.0025,7.7094
-0.033722,1.0028,7.71
-0.035858,1.0049,7.71
-0.0383,1.0062,7.71
-0.039978,1.0095,7.7103
-0.042267,1.0117,7.7097
-0.044403,1.011,7.71
-0.046082,1.0159,7.71
-0.048218,1.0132,7.7094
-0.049896,1.0156,7.7103
-0.052185,1.0162,7.7109
-0.054016,1.0193,7.71
-0.055847,1.0205,7.7097
-0.057526,1.0184,7.7106
-0.059357,1.019,7.7103
-0.061188,1.0178,7.7106
-0.062714,1.019,7.7103
-0.06485,1.0168,7.7106
-0.066376,1.0175,7.71
-0.068207,1.0178,7.7109
-0.069885,1.0147,7.7103
-0.071411,1.015,7.7106
-0.072632,1.0126,7.7103
-0.07431,1.0089,7.7109
-0.075531,1.0126,7.71
-0.076752,1.012,7.7106
-0.078125,1.0074,7.7106
-0.079498,1.0086,7.71
-0.080566,1.0062,7.7106
-0.081787,1.0056,7.7106
-0.082245,1.0059,7.7103
-0.083466,1.001,7.7106
-0.084381,1.0025,7.71
-0.084991,1.0016,7.7112
-0.085297,0.99976,7.7106
-0.085754,1.004,7.7109
-0.086212,1.001,7.7112
-0.086517,1.001,7.7106
-0.086975,1.0007,7.7106
-0.087128,0.99701,7.7118
-0.086823,0.99915,7.7103
-0.086975,0.99731,7.7103
-0.08667,1.0013,7.7112
-0.086823,0.99731,7.7106
-0.08667,1.001,7.7112
-0.086365,0.99792,7.7112
-0.08606,0.99976,7.7112
-0.085297,0.99915,7.7112
-0.085449,0.99548,7.7118
-0.084839,0.99854,7.7121
-0.083923,0.99823,7.7112
-0.083771,0.99548,7.7112
-0.083008,0.99396,7.7112
-0.08255,0.99213,7.7115
-0.081787,0.98846,7.7115
-0.081024,0.98816,7.7124
-0.080414,0.98511,7.7112
-0.079651,0.98328,7.7121
-0.079041,0.97931,7.7124
-0.078583,0.98083,7.7118
-0.077972,0.97473,7.7118
-0.077209,0.97321,7.7121
-0.076904,0.96893,7.7124
-0.076294,0.96649,7.7124
-0.075378,0.9668,7.7124
-0.074615,0.96344,7.7121
-0.074921,0.95947,7.7124
-0.07431,0.95581,7.7127
-0.0737,0.95551,7.7127
-0.073395,0.95367,7.713
-0.07309,0.95032,7.7127
-0.072784,0.94757,7.7124
-0.072632,0.94818,7.713
-0.072327,0.9436,7.7136
-0.072327,0.94421,7.7136
-0.072021,0.94147,7.713
-0.071869,0.93811,7.7136
-0.071716,0.93842,7.7127
-0.071564,0.93567,7.7136
-0.071564,0.93689,7.7136
-0.071564,0.93597,7.7136
-0.071411,0.93262,7.713
-0.071106,0.93384,7.7139
-0.071259,0.92957,7.7136
-0.071564,0.93201,7.7145
-0.071259,0.93323,7.7145
-0.070953,0.92834,7.7142
-0.070801,0.92682,7.7142
-0.071106,0.9259,7.7145
-0.070953,0.92194,7.7145
-0.070648,0.92163,7.7151
-0.070496,0.9198,7.7151
-0.070648,0.91675,7.7148
-0.070496,0.91187,7.7145
-0.070496,0.91339,7.7155
-0.070343,0.91064,7.7155
-0.070343,0.90607,7.7161
-0.070496,0.90179,7.7155
-0.07019,0.89844,7.7158
-0.070343,0.8963,7.7164
-0.070038,0.89111,7.7164
-0.070343,0.88959,7.7164
-0.07019,0.8844,7.7164
-0.07019,0.88196,7.7158
-0.070038,0.87738,7.7173
-0.069885,0.87921,7.7167
-0.070038,0.87585,7.7164
-0.069885,0.87036,7.717
-0.069885,0.86639,7.717
-0.069733,0.86121,7.717
-0.069885,0.86243,7.717
-0.069427,0.85999,7.7173
-0.069427,0.85571,7.7173
-0.06958,0.85358,7.7179
-0.06958,0.85052,7.7173
-0.069427,0.85175,7.7182
-0.069427,0.85022,7.7179
-0.069427,0.84473,7.7182
-0.069733,0.84534,7.7179
-0.069427,0.84229,7.7194
-0.069275,0.8429,7.7185
-0.069885,0.84259,7.7188
-0.069733,0.84229,7.7188
-0.070343,0.83801,7.7194
-0.070343,0.83832,7.7194
-0.070343,0.83649,7.72
-0.070648,0.83191,7.72
-0.070496,0.82947,7.7197
-0.070648,0.83038,7.7209
-0.071106,0.8255,7.7206
-0.071411,0.82855,7.72
-0.071869,0.82581,7.7203
-0.072327,0.82275,7.7206
-0.072479,0.81757,7.7209
-0.072632,0.81451,7.7206
-0.072327,0.81055,7.7222
-0.072632,0.80627,7.7219
-0.072937,0.8078,7.7222
-0.073395,0.80048,7.7225
-0.07309,0.80322,7.7219
-0.073547,0.79742,7.7219
-0.073853,0.79254,7.7228
-0.073853,0.79041,7.7225
-0.074005,0.78552,7.7237
-0.073853,0.78613,7.7231
-0.073853,0.77606,7.7237
-0.073547,0.77454,7.7234
-0.073547,0.77759,7.7246
-0.073242,0.77057,7.7246
-0.073242,0.77057,7.7243
-0.072632,0.76508,7.7243
-0.072632,0.7663,7.7246
-0.072021,0.76294,7.7249
-0.071716,0.75653,7.7261
-0.071411,0.75867,7.7249
-0.070343,0.75348,7.7264
-0.07019,0.75317,7.7255
-0.069275,0.75043,7.7258
-0.06897,0.75073,7.7264
-0.067902,0.74829,7.7267
-0.067444,0.74799,7.7271
-0.066071,0.74768,7.7277
-0.06546,0.74768,7.7274
-0.06485,0.74554,7.7277
-0.063782,0.7428,7.7283
-0.062866,0.73944,7.7283
-0.062256,0.74066,7.728
